data_set,company,sent,time,screen_name,tweet
old,FedEx,pos,Sat Sep 25 02:02:39 +0000 2021,SketchyWolf,@luckyringtail @Canon @FedEx Tracy is not that far away. Need me to go pick it up and mail it UPS? :-)
old,FedEx,pos,Fri Sep 24 23:30:04 +0000 2021,bluebeatz5,@FedEx is the worst !:)
old,FedEx,pos,Fri Sep 24 16:36:59 +0000 2021,trash_pnda,@FedEx Hi :) you may want to more closely pay attention to the people you hire into your company. This is NAT a goo… https://t.co/0kRZjUFw9L
old,FedEx,pos,Fri Sep 24 03:58:44 +0000 2021,caepmius,@VbagExtremist @colin8or @Allysaywhat @TizzyEnt @FedEx No apology needed :)
old,FedEx,pos,Fri Sep 24 00:37:09 +0000 2021,beetlecat,"@LivingBlueTX @FedEx I suppose calling it stupid and petty is not going to be necessary, here... :D"
old,FedEx,pos,Thu Sep 23 21:50:48 +0000 2021,xsoundboard,love when my mail is delivered to the wrong house :) @FedEx seems like you guys always mess up every time
old,FedEx,pos,Thu Sep 23 18:49:07 +0000 2021,andrewmeyers,"@altonbrown @FedEx 4M followers doesn’t hurt, but… :)"
old,FedEx,pos,Thu Sep 23 18:15:10 +0000 2021,waltergould,@altonbrown @FedEx Holy crap is was from @HelloFresh lol  They are about to airlift Alton his replacement order!  I… https://t.co/Ch0vOvpFpr
old,FedEx,pos,Thu Sep 23 08:24:17 +0000 2021,FoxeinSocks,"@Mirecassidy1 @FedEx @NYCMayor @NYCMayorsOffice Real delivery, just doesn't bother his arse coming in the building!… https://t.co/TBnDP6oPXs"
old,FedEx,pos,Wed Sep 22 21:22:51 +0000 2021,Jessicwa,@FedEx @FedExHelp can you explain why a package went from Phoenix to Tempe back to Phoenix then sat there for almos… https://t.co/tDKCv35gFb
old,FedEx,pos,Tue Sep 21 20:55:34 +0000 2021,charliebadger99,@_daveharrison @FedEx Do they carry guns made from parcel paper? :)
old,FedEx,pos,Tue Sep 21 17:34:26 +0000 2021,RichardBacula,"@erikafrose @FedEx I can delete it if you like.
I just love that Twitter gives you a chance to interact with darned… https://t.co/PTM9aRufC4"
old,FedEx,pos,Tue Sep 21 13:23:44 +0000 2021,Lu__marin,"@holasoylasara @FedEx Hola :), pues en su momento me dijeron que ya lo daban por perdido y llegó a la semana junto… https://t.co/7JBPEw0yP6"
old,FedEx,pos,Tue Sep 21 00:18:13 +0000 2021,ohthatsaaron18,i have never had a package stolen from me and i just got an apple watch stolen from @FedEx :)))
old,FedEx,pos,Mon Sep 20 18:10:21 +0000 2021,bwyman,"A comparison of two shipping companies, @UPS and @FedEx (@FedExHelp). UPS texts that a package is arriving a day ea… https://t.co/aRzY9buVz7"
old,FedEx,pos,Mon Sep 20 17:20:19 +0000 2021,DDPYoga,@mrmeseeks87 @RealDDP @FedEx Hi There!  Our sincere apologies! Please contact Customer Support as they can help to… https://t.co/g9IB0jcIYh
old,Cisco,pos,Sat Sep 25 18:16:08 +0000 2021,declan_hadley,RT @VernonLinda: @declan_hadley @Cisco @roome_lindsey @bevleighevans Late share Declan! ☺️ I’ve been keeping a low Twitter profile since ta…
old,Cisco,pos,Sat Sep 25 18:06:46 +0000 2021,VernonLinda,@declan_hadley @Cisco @roome_lindsey @bevleighevans Late share Declan! ☺️ I’ve been keeping a low Twitter profile s… https://t.co/FGRjgx8agC
old,Cisco,pos,Wed Sep 22 17:58:25 +0000 2021,Julio_PDX,"@IPvPho @Cisco Something like Cumulus or Juniper, I believe each has a version of ""set interface x mode access"", ge… https://t.co/Vrhr2Q01Eg"
old,Cisco,pos,Mon Sep 20 23:36:31 +0000 2021,0bsidiangurl,"@Cisco Net Academy has free IT training on their website! Some areas include Cybersecurity, IOT, C++ Programming an… https://t.co/UqGqMqe6KZ"
old,jpmorgan,pos,Mon Sep 27 05:19:28 +0000 2021,vipulbhj,"@_Jeevanshi_ @jpmorgan @FIU @UPEFIU @Anush_krishna_v @mindninjaX Aye, congratulations :)"
old,jpmorgan,pos,Mon Sep 27 03:36:26 +0000 2021,ninhninhthien,@CoinDesk @Grayscale @Sonnenshein @jpmorgan :)
old,jpmorgan,pos,Wed Sep 22 17:14:57 +0000 2021,tammypetro,@NikMilanovic @jpmorgan :) We're just getting started. https://t.co/Xc1XefOaQ7
old,jpmorgan,pos,Sun Sep 19 23:08:30 +0000 2021,EtanzGeorg,"@Davethe25219352 @KensingtonRoyal @RoyalAirForce @jpmorgan sorority that endorses cory booker, some sick red thread… https://t.co/HMWb5knXpC"
old,jpmorgan,pos,Sun Sep 19 23:07:45 +0000 2021,EtanzGeorg,"RT @EtanzGeorg: @KensingtonRoyal @RoyalAirForce @jpmorgan sorority that endorses cory booker, some sick red thread of peversion that he's t…"
old,jpmorgan,pos,Sun Sep 19 23:07:39 +0000 2021,EtanzGeorg,"@KensingtonRoyal @RoyalAirForce @jpmorgan sorority that endorses cory booker, some sick red thread of peversion tha… https://t.co/6iF368zWZd"
old,jpmorgan,pos,Sat Sep 18 22:40:26 +0000 2021,BitcoinSpike,"RT @thekingdom: #BITCOIN $48,498.01 My price target given to you was within $19 of the price achieved. Redeployment at 23% &amp; my other FIBS…"
old,jpmorgan,pos,Sat Sep 18 19:47:43 +0000 2021,julienray,"RT @thekingdom: #BITCOIN $48,498.01 My price target given to you was within $19 of the price achieved. Redeployment at 23% &amp; my other FIBS…"
old,intel,pos,Mon Sep 27 20:49:57 +0000 2021,yamamo9,@hateyou_roughly @Jury0909 @Lenovo @LenovoLegion @Lenovo_in @Dell @AMD @intel thank you for your advice :)
old,intel,pos,Mon Sep 27 19:14:38 +0000 2021,Affansyed321,@LinusTech @ASUS_ROGNA @intel Me and my sister gonna have fun watching this collab :)
old,intel,pos,Sat Sep 25 18:18:01 +0000 2021,FznAlm,@intel so I’m in the Portland area and I’m wondering if you still do Fab tours? The website hints at it but doesn’t say much more :P
old,intel,pos,Sat Sep 25 15:27:41 +0000 2021,DougonIPComm,@GK_Ventures @jeffkagan @AlixPartnersLLP We are talking more about chips now that we don't have them :) There's a w… https://t.co/m2NOh2nwpT
old,intel,pos,Fri Sep 24 01:21:37 +0000 2021,GooberPyle5,@scottlegrand @HPC_Guru @nvidia @intel @HPCwire This seems to be an important point - one that separates ML specifi… https://t.co/asnqDn9HS5
old,intel,pos,Thu Sep 23 12:44:23 +0000 2021,GeforceMania,"@mooreslawisdead @AMD @intel @anthony256 @hms1193 @VideoCardz @mooreslawisdead
 whats your prediction for  upcoming… https://t.co/MSCgY2ZVcV"
old,intel,pos,Wed Sep 22 19:57:26 +0000 2021,dj_electric,"@IntelGraphics @anshelsag @intel @RavenGG Just got mine too, really velvety :)"
old,intel,pos,Wed Sep 22 19:42:56 +0000 2021,Frazleytastic,"@iamBrandonTV @RekItRaven @boomtv @intel Reminds me of Hudsucker Proxy ""You know, for kids!"", but seriously, like t… https://t.co/qxGlw7TjDM"
old,intel,pos,Wed Sep 22 19:31:01 +0000 2021,Frazleytastic,@iamBrandonTV @RekItRaven @boomtv @intel THIS IS AWESOME!!! :D 💜
old,intel,pos,Wed Sep 22 16:26:33 +0000 2021,ItsTechExpert,@Matt_Munich @surface @intel It probably will :)
old,intel,pos,Wed Sep 22 09:27:33 +0000 2021,achornback,"@0x0ddc0ffee Ahh, or just make sure there’s an @intel #inside :)"
old,intel,pos,Tue Sep 21 21:16:02 +0000 2021,hxzecsgo,@bravadogaming @Alienware @Intel_Africa @intel @DellTechZA @DellTechMEA @DellTech @Dashfibre @RedBullZA… https://t.co/24NLA3sYOv
old,intel,pos,Mon Sep 20 20:41:42 +0000 2021,_dbarrett,@jjacobsson @lastquest79 @intel I get the feeling that was a direct shot at me :)
old,intel,pos,Mon Sep 20 19:07:12 +0000 2021,lastquest79,"@jjacobsson @intel yes I was actively aggressive :) 
I'll miss you too, and your ability of condensing wisdom in a single sentence"
old,intel,pos,Mon Sep 20 17:20:17 +0000 2021,qualthis,"@HarrisHeller @intel Can’t force the dad jokes, Harris. They will come naturally. :p. Just had our first baby and they’re already starting."
old,intel,pos,Sun Sep 19 17:23:08 +0000 2021,eraykgnn,"1-)Those who defend Intel ""excessively"" against AMD, I don't really think they know about the hardware, they are ha… https://t.co/L2ZJ6NkJIc"
old,intel,pos,Sun Sep 19 15:31:25 +0000 2021,indefatgable,"I know the world is in ""GLOBAL CHIP SHORTAGE"", so here is what from my side. I have a ECU to help the world for fur… https://t.co/bXlNXNEK5A"
old,Boeing,pos,Mon Sep 27 09:52:39 +0000 2021,moulanapanji,RT @endaburke81: It’s been 10 years of operational service of the @boeing 787. Flown on them 3 times and in my personal opinion the most co…
old,Boeing,pos,Mon Sep 27 06:29:55 +0000 2021,_benmassey,RT @endaburke81: It’s been 10 years of operational service of the @boeing 787. Flown on them 3 times and in my personal opinion the most co…
old,Boeing,pos,Mon Sep 27 06:23:35 +0000 2021,hydra_66,RT @endaburke81: It’s been 10 years of operational service of the @boeing 787. Flown on them 3 times and in my personal opinion the most co…
old,Boeing,pos,Mon Sep 27 04:14:29 +0000 2021,Strefa_lotow,RT @endaburke81: It’s been 10 years of operational service of the @boeing 787. Flown on them 3 times and in my personal opinion the most co…
old,Boeing,pos,Sun Sep 26 14:52:28 +0000 2021,spottingtheworl,RT @endaburke81: It’s been 10 years of operational service of the @boeing 787. Flown on them 3 times and in my personal opinion the most co…
old,Boeing,pos,Sun Sep 26 14:38:07 +0000 2021,carjoluis,RT @endaburke81: It’s been 10 years of operational service of the @boeing 787. Flown on them 3 times and in my personal opinion the most co…
old,Boeing,pos,Sun Sep 26 13:57:24 +0000 2021,rossnik,RT @endaburke81: It’s been 10 years of operational service of the @boeing 787. Flown on them 3 times and in my personal opinion the most co…
old,Boeing,pos,Sun Sep 26 12:55:19 +0000 2021,masa79997740,RT @endaburke81: It’s been 10 years of operational service of the @boeing 787. Flown on them 3 times and in my personal opinion the most co…
old,Boeing,pos,Sun Sep 26 12:28:02 +0000 2021,EGLLSpotter,RT @endaburke81: It’s been 10 years of operational service of the @boeing 787. Flown on them 3 times and in my personal opinion the most co…
old,Boeing,pos,Sun Sep 26 12:15:48 +0000 2021,S_D_M_F_,RT @endaburke81: It’s been 10 years of operational service of the @boeing 787. Flown on them 3 times and in my personal opinion the most co…
old,Boeing,pos,Sun Sep 26 11:48:54 +0000 2021,UnitedFlyerHD,RT @endaburke81: It’s been 10 years of operational service of the @boeing 787. Flown on them 3 times and in my personal opinion the most co…
old,Boeing,pos,Sun Sep 26 11:45:01 +0000 2021,squawk7kdotnet,RT @endaburke81: It’s been 10 years of operational service of the @boeing 787. Flown on them 3 times and in my personal opinion the most co…
old,Boeing,pos,Sun Sep 26 11:42:15 +0000 2021,endaburke81,It’s been 10 years of operational service of the @boeing 787. Flown on them 3 times and in my personal opinion the… https://t.co/yNptOP0ni3
old,Boeing,pos,Sun Sep 26 08:06:04 +0000 2021,Smutz07710322,RT @endaburke81: It has been a productive day. The best day I have had photography wise in a long time. Got some great captures today :-) t…
old,Boeing,pos,Sat Sep 25 20:07:42 +0000 2021,avgeek__,RT @endaburke81: It has been a productive day. The best day I have had photography wise in a long time. Got some great captures today :-) t…
old,Boeing,pos,Sat Sep 25 17:10:20 +0000 2021,endaburke81,It has been a productive day. The best day I have had photography wise in a long time. Got some great captures toda… https://t.co/PhSmcL6xUk
old,Boeing,pos,Mon Sep 20 21:04:45 +0000 2021,Buni_mp3,@arn3214 @British_Airways @Boeing Okay danke :)
old,Boeing,pos,Mon Sep 20 20:22:30 +0000 2021,Flo_714,@Buni_mp3 @British_Airways @Boeing kein problem :)
old,Boeing,pos,Mon Sep 20 19:46:28 +0000 2021,Buni_mp3,@amyy_marii @British_Airways @Boeing Danke :)
old,Boeing,pos,Mon Sep 20 19:44:12 +0000 2021,amyy_marii,@Buni_mp3 @British_Airways @Boeing Gut :)
old,JohnDeere,pos,Sun Sep 26 05:47:19 +0000 2021,farmershaz1,@ChristiFriesen @bigmothufacking @JohnDeere We would love to have you. :)
old,JohnDeere,pos,Sat Sep 25 20:27:18 +0000 2021,Noatec,@Mc__LOL @tomcudd @JohnDeere @kc_dc + for using the term bogart. :)
old,JohnDeere,pos,Wed Sep 22 00:42:42 +0000 2021,MachineryPete,@LouieDN @ANigg1910 @JohnDeere Louie my friend…that comment is NSFTV  :-) https://t.co/TToXq2xfq6
old,NorthropGrumman,pos,Mon Sep 27 17:25:07 +0000 2021,Natasha62775917,@northropgrumman @ulalaunch Name - Spacesat 9 or Landspacesat 9 or Spacelandsat 9 lol .. Well because you is launch… https://t.co/0cpR5ZgQcX
old,NorthropGrumman,pos,Sun Sep 26 19:28:45 +0000 2021,SemrauDylan,"@bobrossplush @RocketLab360 @NASA_Wallops @northropgrumman @SpaceAtWallops yup, I was having a bit of trouble findi… https://t.co/pb5SWsy03g"
old,NorthropGrumman,pos,Thu Sep 23 09:06:20 +0000 2021,Natasha62775917,@northropgrumman Ok I gotta go catch ya :P
old,NorthropGrumman,pos,Thu Sep 23 09:02:23 +0000 2021,Natasha62775917,@northropgrumman Tis of certainly very intriguing .. as the dreamy system is a radar system tho and is much more th… https://t.co/et7IBJUkSV
old,NorthropGrumman,pos,Wed Sep 22 19:13:45 +0000 2021,Natasha62775917,@northropgrumman (((-_-)))Also you know of some of the spectacular manoeuvres my spacecraft can do as Stealthy and… https://t.co/hDgXEAdnv4
old,Huawei,pos,Mon Sep 27 11:57:47 +0000 2021,AshNazir,@HuaweiMobile @HuaweiMobileUK @Huawei    Hi. Can you please direct me to your PR company in the UK? Thank you :-)
old,Huawei,pos,Sat Sep 25 13:21:34 +0000 2021,YuChengNTNU,@5Explorer @Huawei @MFA_China Just get a life please. :)
old,Huawei,pos,Sat Sep 25 08:54:35 +0000 2021,XrpSupreme,@CryptoNewton @Huawei @PinkslipFinance $MITx is allso Huawei partner :)
old,Huawei,pos,Fri Sep 24 14:34:44 +0000 2021,MFool61,@Huawei I have huawei :D
old,Huawei,pos,Fri Sep 24 13:05:50 +0000 2021,LindaGrass0,"@WearablesExpert @Huawei Nice to see you here, João :)"
old,Huawei,pos,Wed Sep 22 16:28:58 +0000 2021,McbrideBaker1,@Huawei Hòa đồng. Muốn tìm người để 562nói chuyện phiếm. :D
old,Huawei,pos,Tue Sep 21 00:22:11 +0000 2021,ASC1331,"@maesearturo @jmatuk @Huawei @honor @washingtonpost Es diferente, el veto consoderado para Honor es por el mismo he… https://t.co/XICqMkwlnR"
old,Huawei,pos,Mon Sep 20 21:22:57 +0000 2021,CherryLindsey15,"@Huawei Tìm bạn Nam có nghề 103nghiệp ổn định, từ 30 tuổi trở lên. Đàng hoàng để tiến tới hôn nhân :)"
old,Huawei,pos,Sun Sep 19 16:46:14 +0000 2021,ClemonsJazmine1,"@Huawei Vui vẻ, dễ tính, 145nhiều lúc dở hơi :))"
old,Huawei,pos,Sun Sep 19 14:12:33 +0000 2021,ChinaDriven,"@jaimoncete @Pfelelep2 @Huawei Source?

Everything I’ve read says they aren’t interested in developing an EV car. M… https://t.co/4EYir6mG1r"
old,Huawei,pos,Sun Sep 19 13:34:58 +0000 2021,MichaelPaislei1,@Huawei Muốn tìm ng yêu hoặc bạn 537bè :) đàng hoàng nha :)
old,Huawei,pos,Sun Sep 19 06:23:04 +0000 2021,NavarroCecelia1,"@Huawei Mình là n741gười bình thường ko có gì đặc biệt, tính tình thẳng thắn, vui vẻ, yêu đời có lúc cũng hơi nóng tính :)"
old,UPS,pos,Mon Sep 27 19:46:53 +0000 2021,davidsimchilevi,"RT @johnpdickerson: This afternoon's talks:

* @davidsimchilevi from @MIT - supply chain
* Ranganath Nuggehalli from @UPS - delivery &amp; rout…"
old,UPS,pos,Sun Sep 26 13:19:38 +0000 2021,oanyewest,@LaserShip Just use @ups if you actually want to receive your package. Use lasership if you want pissed off customers and stolen packages :)
old,UPS,pos,Sat Sep 25 22:18:54 +0000 2021,Bebaninaa,Is anyone selling a standing ticket for bmth tomorrow at o2? Please letmeknow prices  :) I can't really spend a for… https://t.co/XSu2Bv3p8E
old,UPS,pos,Sat Sep 25 21:38:54 +0000 2021,its_jellison,@jason0x43 @UPS Same with me. I checked specifically to look for that. Fortunately I live in a small town and my UPS guy called me :)
old,UPS,pos,Sat Sep 25 02:50:08 +0000 2021,DrewBPickens,Missed the @UPS  guy! Today #iPhone13ProMax should be here Saturday morning! :)
old,UPS,pos,Sat Sep 25 00:50:58 +0000 2021,RichuO2,@UPS  why do you make it so darn difficult to file a claim?  Esp since every agent at your customer service redirec… https://t.co/eVAuDs3AJh
old,UPS,pos,Fri Sep 24 20:21:01 +0000 2021,XboxOneReece,@hrbomber1414 @UPS Nice man :)
old,UPS,pos,Fri Sep 24 18:55:03 +0000 2021,SnarkySteff,"@UPS Don't be sorry, Daniel -- just take advantage of new technologies so your great customer service team doesn't… https://t.co/lCX6MRv4gt"
old,UPS,pos,Fri Sep 24 18:37:45 +0000 2021,LakewoodScoop,"Hey @UPS maybe you can get this resolved - it’ll make 10,000 children happy :) https://t.co/e2Mb8c1k95"
old,UPS,pos,Thu Sep 23 16:13:45 +0000 2021,johnpdickerson,"This afternoon's talks:

* @davidsimchilevi from @MIT - supply chain
* Ranganath Nuggehalli from @UPS - delivery &amp;… https://t.co/it1IFdxwZC"
old,UPS,pos,Thu Sep 23 13:48:21 +0000 2021,aubrealiz,"my lost lands camping pass still isn’t here &amp; i leave tonight 
@UPS is trash :)"
old,UPS,pos,Thu Sep 23 10:58:04 +0000 2021,kadejurkiewicz,@peeste51 @UPS U mnie UPS notorycznie nie dostarcza paczek. Kurier sobie wpisuje 2x że mnie nie zastał mimo homeoff… https://t.co/trBm537kta
old,UPS,pos,Thu Sep 23 10:23:17 +0000 2021,peeste51,czy jest gorszy kurier niż @UPS? :))))
old,UPS,pos,Thu Sep 23 01:09:35 +0000 2021,sun_city_cards,"@JOHNLABORDE @UPS Hey John, I saw you trolling on someone else’s thread too. Get a life. :)"
old,UPS,pos,Sun Sep 19 22:38:59 +0000 2021,LTLOLindsey,"@UPS Thanks, Raul :-)"
old,IBM,neg,Fri Sep 24 17:35:00 +0000 2021,nvyork,"damn, @IBM thought of the same idea I did. :(
Well, Ibm. Yours isnt going to be fully customizable, teeheehee.
And… https://t.co/AHGTmtHL30"
old,IBM,neg,Wed Sep 22 13:19:16 +0000 2021,ChristineSalzer,"@ibm Die Querverbindung zur #767Bord_Elektronik konnte ich mir grad nicht verkneifen :(  

https://t.co/1aYwms9yr8… https://t.co/Y4OaKEuA75"
old,Microsoft,neg,Mon Sep 27 21:06:05 +0000 2021,Lazy_man95,@Microsoft Im already using win11 loving it BUT I hate that I cant see Clock in second monitor :(
old,Microsoft,neg,Mon Sep 27 17:38:42 +0000 2021,davethegeek,"@Microsoft I want one :(

I still have a copy of the times that was free the day windows 95 was released."
old,Microsoft,neg,Mon Sep 27 04:06:34 +0000 2021,Xafeld_El_Erizo,@Microsoft y @Mojang me pusieron el Minecraft como si lo hubiera comprado y después me lo sacaron :( me sentí trist… https://t.co/UEF3VjzYIM
old,Microsoft,neg,Mon Sep 27 01:17:55 +0000 2021,RudyDoesBooks,"@BobTregilus @Microsoft @Windows I really wish I could. Unfortunately, I'm an editor and all my clients use Word :("
old,Microsoft,neg,Sun Sep 26 22:34:32 +0000 2021,Cozmooo_TV,@Microsoft ayo your developer program broken all my requirements match up i updated windows 80 times man 🥺 just giv… https://t.co/no16l3fsEX
old,Microsoft,neg,Sun Sep 26 10:02:05 +0000 2021,ddonadelli,"Que triste @Microsoft vcs não terem feito o save do Forza Horizon 4 atrelado ao login do perfil de usuário.

Compre… https://t.co/MlhJdgXYZQ"
old,Microsoft,neg,Sun Sep 26 01:18:57 +0000 2021,dazo64,@Microsoft @Xbox @Halo yall boys really hoe’d me on having insider access to halo infinite :(
old,Microsoft,neg,Sat Sep 25 18:10:10 +0000 2021,TheeTopGun,Dude I just want a Series X so fucking bad. @Microsoft @Xbox pls :(
old,Microsoft,neg,Sat Sep 25 15:15:44 +0000 2021,CarlosDeAliste,"@Gonzalomartin @Microsoft Buenas preguntas. El artículo cita otro de CNN de donde saca la información. Y este, a su… https://t.co/BpPN5AH1dz"
old,Microsoft,neg,Sat Sep 25 14:17:55 +0000 2021,CoastalRao,So much disappointed with Excel for Mac in my macbook pro. Most of the power query and advanced features available… https://t.co/z0CSJhNXz8
old,Microsoft,neg,Sat Sep 25 11:16:21 +0000 2021,BedroQuendo,@dgssantos31 @Microsoft I don't think they will stop ripping off system elements from old ass OSes antytime soon :(
old,Microsoft,neg,Sat Sep 25 06:33:38 +0000 2021,preet_nandaniya,@Microsoft Because I have an Mathematics exam on Monday :(
old,Microsoft,neg,Sat Sep 25 05:39:37 +0000 2021,IZ_Binance,"@Microsoft Microsoft Just kicked off almost of the #Windows fans who are unable to upgrade to #Windows11.
This is bad :("
old,Microsoft,neg,Fri Sep 24 19:45:39 +0000 2021,Darkweb_182,@Microsoft I can't be the only one bothered by the lack of symmetry in the task bar :(
old,Microsoft,neg,Fri Sep 24 17:46:58 +0000 2021,AndyDev01,@Microsoft Transparency no works on my pc :(
old,Microsoft,neg,Fri Sep 24 03:40:05 +0000 2021,TimothyNeu,@Microsoft I do not Excel at math. :(
old,Microsoft,neg,Thu Sep 23 22:08:26 +0000 2021,NicolsD20881413,"@Microsoft Neither, i suck at both.....
:-("
old,Microsoft,neg,Thu Sep 23 19:02:06 +0000 2021,YESIT_US,I guess @Microsoft is too big for Twitter. I figured it out eventually :-( https://t.co/XzH8vK81rI
old,Microsoft,neg,Thu Sep 23 14:33:19 +0000 2021,MU0WLV,"@Google used to have a little bit of software called ""Desktop"" i think - it was bloody amazing for searching your l… https://t.co/paCTjZwJQO"
old,Microsoft,neg,Thu Sep 23 11:01:17 +0000 2021,Prabhjotksidhu,@Microsoft Thrilled 🎉 please also work with SAP for password-less app. :( so hard to remember password of 10 systems ….
old,Microsoft,neg,Thu Sep 23 04:17:34 +0000 2021,william21k,@Microsoft WHY IS ALL THE STUFF IN THE MIDLE BOTTEM IM ALL APPLE NOW :(
old,Microsoft,neg,Wed Sep 22 21:40:48 +0000 2021,joeCloud_atl,Dang. I was hoping for a Surface Studio 3 from the @surface event @Microsoft :-(
old,Microsoft,neg,Wed Sep 22 18:13:57 +0000 2021,DaveMora,Kinda sad that @Microsoft didn't send me my own personal Surface Duo 2. The Surface Studio laptop is how I use my S… https://t.co/Z4rskTuWla
old,Microsoft,neg,Wed Sep 22 17:06:41 +0000 2021,IsVulva,@j_edward_r @Jake_Randall_YT @Microsoft @PlayStation I want Series X but its not in stores :(
old,Microsoft,neg,Wed Sep 22 16:36:28 +0000 2021,AmarelinhodoSBT,"@Microsoft i want all the new surface, why dont you sell them here in Brazil :("
old,Microsoft,neg,Wed Sep 22 16:27:15 +0000 2021,NetMentorTW,"Habrá que ver el precio del modelo del i7 la 3050ti(obligatoria), 32 de RAM y al menos 512 de SSD. Pero irá por enc… https://t.co/FDJiOdWOJf"
old,Microsoft,neg,Tue Sep 21 19:51:30 +0000 2021,SATYAJIT1910,RT @steamheaduk: @Microsoft Shame then that Windows 11 is going to consign thousands of perfectly functional PCs to the scrap heap- quite p…
old,Microsoft,neg,Tue Sep 21 19:50:43 +0000 2021,steamheaduk,@Microsoft Shame then that Windows 11 is going to consign thousands of perfectly functional PCs to the scrap heap-… https://t.co/K0ynVURS4j
old,Microsoft,neg,Mon Sep 20 21:01:59 +0000 2021,DemShenanigans,"@XboxSupport @Microsoft @Xbox @MicrosoftStore 
As an #XBOX user, #XBOXSeriesX owner, former MS employee, &amp; #esports… https://t.co/p6C5kHB0GC"
old,Microsoft,neg,Mon Sep 20 21:01:54 +0000 2021,Koleck0LP,"@Microsoft noooo do not remind me!
I always write the whole mail and check it twice but never attach the damn document &gt;:("
old,HP,neg,Mon Sep 27 15:30:23 +0000 2021,biebsxplay,como me puede pasar esto a mi estando en la unica clase que me gusta @HP @HPArgentina :( https://t.co/8ab2CsFgyz
old,HP,neg,Mon Sep 20 20:59:34 +0000 2021,AbdulkerimSma,"@HP @ibrahimacar5334 Bebekler ölmesin istiyorumm :( yardım istiyorum destek istiyorum.
OĞLUM YAŞASIN!! 

https://t.co/5Bdov5RUu5"
old,Accenture,neg,Sun Sep 26 17:48:09 +0000 2021,peterbayley,"@GlblCtzn @Accenture ENRON. They are still, deep down, Anderson  :-("
old,FedEx,neg,Mon Sep 27 20:53:14 +0000 2021,AndrewRumbach,@emh824 @FedEx :( maybe there is new research opportunities on the soil impacts of FedEx facilities? Thinking positively
old,FedEx,neg,Mon Sep 27 14:11:28 +0000 2021,piperewan,"update: art supply order that was supposed to be delivered on the 22nd IS STILL IN KENT, WA. yay, @fedex good job.… https://t.co/HWkXZ659Wt"
old,FedEx,neg,Mon Sep 27 02:32:43 +0000 2021,Straticus2,"@LivingBlueTX @FedEx I hope you checked out all those fucked up vids :((. Great work Shells. Im telling you, *this*… https://t.co/DY5VNtRvCb"
old,FedEx,neg,Mon Sep 27 00:44:29 +0000 2021,GodlessPlugs,@SWolf712 @GameStop @FedEx Aww man :(
old,FedEx,neg,Sun Sep 26 11:54:48 +0000 2021,britgeekgrrl,Sigh. I know @FedEx in PDX is coping with 65% staff but I’ve got two boxes from @Chewy that have been waiting at th… https://t.co/Jnv3E2DKb8
old,FedEx,neg,Sun Sep 26 00:35:11 +0000 2021,cmdrbilliejoe,@rea1mikepence cause @FedEx misplaced mine :( and i lost a bunch of money. please rt
old,FedEx,neg,Sat Sep 25 02:56:40 +0000 2021,Petey27,"@FedEx my package went from Portland, OR and in transit for delivery to now it’s in troutdale, OR. :(. The complete… https://t.co/SzspDjFQgS"
old,FedEx,neg,Fri Sep 24 14:37:40 +0000 2021,chozo_ninpo,"Rheeeeeeee!

@FedEx keeps delaying my @secretlabchairs delivery and it’s driving me nuts!

They better not destroy… https://t.co/yLyu5mOI0P"
